# Make a gift redirects
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFUNDGivingForm&AppealCode=KG4WB	https://donate.ucsfbenioffchildrens.org/category/childrens-fund?appealCode=KG4WB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFUNDGivingForm&AppealCode=KSFBR	https://donate.ucsfbenioffchildrens.org/category/childrens-fund?appealCode=KSFBR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&AppealCode=MMCE7	https://giving.ucsf.edu/fund/grand-multiple-myeloma-translational-initiative/01t8Z00000BdTxaQAF?appealCode=MMCE7
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFUNDGivingForm&AppealCode=SD5WB	https://giving.ucsf.edu/fund/dental-center-fund/01t8Z00000Adhq9QAB?appealCode=SD5WB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&AppealCode=SD7WB	https://giving.ucsf.edu/fund/dental-center-fund/01t8Z00000Adhq9QAB?appealCode=SD7WB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&AppealCode=SRL16	https://giving.ucsf.edu/fund/neuroendocrine-tumor-research-fund/01t8Z00000BdTtUQAV?appealCode=SRL16
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_HAND_GivingForm&AppealCode=CA&Other=Pediatric IBD Research and Education (B1636) in honor of Dr. Mel Heyman	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAzQAJ?giftComments=Pediatric IBD Research and Education (B1636) in honor of Dr. Mel Heyman&appealCode=CA
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_HAND_GivingForm&AppealCode=JEP	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAzQAJ?appealCode=JEP
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_HAND_GivingForm&AppealCode=LY	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAzQAJ?appealCode=LY
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_HAND_GivingForm&AppealCode=LY&Other=In support of Prom - Child Life Program (B0948)	https://donate.ucsfbenioffchildrens.org/fund/child-life-services-san-francisco/01t8Z00000BdTp3QAF
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_HAND_GivingForm&AppealCode=SWYMI&Other=BCHSF Social Services (B2603)	https://donate.ucsfbenioffchildrens.org/fund/pediatric-social-services-fund-san-francisco/01t8Z00000BdTouQAF?amountList=1000,2500,5000,10000&giftChoice=1000?appealCode=SYMI
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_HAND_GivingForm&AppealCode=TB20&Other=Glogau Teddy Bear Rescue Fund (R80179)	https://donate.ucsfbenioffchildrens.org/fund/richard-glogau-teddy-bear-rescue-fund/01t8Z00000AdhnyQAB?appealCode=TB20
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_HAND_GivingForm&Primary=Benioff Children's Hospitals &Purpose=Hand&AppealCode=KBCH14	https://donate.ucsfbenioffchildrens.org/fund/childrens-fund?appealCode=KBCH14&amountList=1000,2500,5000,10000&giftChoice=1000&appealCode=KBCH14
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_HAND_GivingForm&Primary=Benioff Children's Hospitals &Purpose=Hand&AppealCode=KBCH9	https://donate.ucsfbenioffchildrens.org/fund/childrens-fund?appealCode=KBCH9&amountList=1000,2500,5000,10000&goftChoice=1000&appealCode=KBCH9
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_NotesWordsGivingForm&Primary=Notes Words&AppealCode=NW18V&utm_campaign=18%2Bnotes%2Band%2Bwords&utm_source=facebook.com&utm_medium=social	https://donate.ucsfbenioffchildrens.org/fund/ucsf-benioff-childrens-hospital-oakland-notes-and-words/01t8Z00000BdTocQAF?appealCode=NW18
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_PECE_GivingForm&Primary=Benioff Children's Hospitals B2806&ACode=B2806&AppealCode=PECE	https://donate.ucsfbenioffchildrens.org/fund/pediatric-epilepsy-center-of-excellence/01t8Z00000BdToDQAV?appealCode=PECE
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_PECE_GivingForm&Primary=Benioff Children's Hospitals PHC&ACode=B0523&AppealCode=PECE	https://donate.ucsfbenioffchildrens.org/fund/pediatric-cardiology-research/01t8Z00000BdTpoQAF?appealCode=PECE
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_PhysicianGivingForm&Primary=Arlie	https://donate.ucsfbenioffchildrens.org/fund/ucsf-benioff-childrens-hospital-oakland
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFS_B_GivingForm&AppealCode=KBCH2&GiftChoice=15&Monthly=1	https://donate.ucsfbenioffchildrens.org/fund/childrens-fund?donationType=monthly&appealCode=KBCH6
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&AppealCode=KBCH10	https://donate.ucsfbenioffchildrens.org/fund/childrens-fund?appealCode=KBCH10
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&AppealCode=KBCH11	https://donate.ucsfbenioffchildrens.org/fund/childrens-fund?appealCode=KBCH11
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&AppealCode=KBCH12	https://donate.ucsfbenioffchildrens.org/fund/childrens-fund?appealCode=KBCH12
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&AppealCode=KBCH15	https://donate.ucsfbenioffchildrens.org/fund/childrens-fund?appealCode=KBCH15
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&AppealCode=KBCH16	https://donate.ucsfbenioffchildrens.org/category/childrens-fund?appealCode=KBCH16
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&AppealCode=LY&Other=Child Life Program (B0948) in honor of Aadi Singh	https://donate.ucsfbenioffchildrens.org/fund/child-life-services-san-francisco/01t8Z00000BdTp3QAF?appealCode=LY
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Ambassadors Fund (B7178)	https://donate.ucsfbenioffchildrens.org/fund/ambassadors-of-bch/01t8Z00000AdhlxQAB
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Child Life Services&AppealCode=LY	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAzQAJ?giftComments=Child Life Services&appealCode=LY
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Children's Center for Cancer, Blood Disorders, and Cellular Therapies Fund zzz7031396-SFMED	https://donate.ucsfbenioffchildrens.org/fund/childrens-center-for-cancer/01t8Z00000Ada9LQAR
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHFSGivingForm&Other=Creative Arts Fund (B2681)&AppealCode=LY	https://donate.ucsfbenioffchildrens.org/fund/creative-arts-therapy-program-san-francisco/01t8Z00000Ada9gQAB
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm	https://donate.ucsfbenioffchildrens.org/category/childrens-fund
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm	https://donate.ucsfbenioffchildrens.org/category/childrens-fund
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&ACode=B2681&Other=Peterson Family Music Therapy	https://donate.ucsfbenioffchildrens.org/fund/creative-arts-therapy-program-san-francisco/01t8Z00000Ada9gQAB
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&ACode=B7375&Other=Jack of Hearts	https://donate.ucsfbenioffchildrens.org/fund/jack-of-hearts/01t8Z00000AdhkaQAB
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&ACode=B8002&AppealCode=SPRK7	https://donate.ucsfbenioffchildrens.org/category/childrens-fund?appealCode=SPRK7
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&ACode=ZZZZZ&Other=Oakland Music Therapy	https://donate.ucsfbenioffchildrens.org/fund/pediatric-music-therapy-oakland/01t8Z00000AdaQVQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Appeal=K8019&ACode=ZZZZZ&Other=Emergency Medicine (C10.7010)	https://donate.ucsfbenioffchildrens.org/fund/pediatric-emergency-medicine/01t8Z00000AdaQDQAZ?appealCode=K8019
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&AppealCode=KHWD6	https://donate.ucsfbenioffchildrens.org/category/childrens-fund?appealCode=KHWD6
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&AppealCode=NICN&Primary=Benioff Children's Hospitals NICN	https://donate.ucsfbenioffchildrens.org/fund/neurointensive-care-nursery/01t8Z00000BdTpGQAV?appealCode=NICN
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&IMO=1&imoFirst=Shelley&imoLast=Minor	https://donate.ucsfbenioffchildrens.org/category/childrens-fund
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Other=Madison Clinic for Pediatric Diabetes at UCSF (B2957)	https://donate.ucsfbenioffchildrens.org/fund/madison-clinic-for-pediatric-diabetes/01t8Z00000BdTpOQAV
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Benioff Children's Hospital BPCR&AppealCode=23KRC1&ACode=7031130-SFFDN	https://donate.ucsfbenioffchildrens.org/fund/randie-lynn-baruh-pediatric-cancer-research-fund/01t8Z00000AddPjQAJ?appealCode=23KRC1
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Benioff Children's Hospitals &AppealCode=KBCH7	https://donate.ucsfbenioffchildrens.org/category/childrens-fund?appealCode=KBCH7
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Benioff Children's Hospitals &AppealCode=KDRM2	https://donate.ucsfbenioffchildrens.org/category/detail/0ZG8Z000000oYKrWAM?appealCode=KDRM2
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Benioff Children's Hospitals B1636	https://donate.ucsfbenioffchildrens.org/fund/pediatric-inflammatory-bowel-disease-research/01t8Z00000BdTo6QAF
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Benioff Children's Hospitals B7736&AppealCode=KDWQ2&ACode=B7736	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdhpLQAR?appealCode=KDWQ2
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Benioff Children's Hospitals NICU&AppealCode=K020&ACode=C10.2529	https://donate.ucsfbenioffchildrens.org/fund/neonatal-intensive-care-unit-oakland/01t8Z00000BdTpMQAV?appealCode=K020
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Center of Excellence&ACode=C0156	https://donate.ucsfbenioffchildrens.org/fund/center-of-excellence-for-immigrant-child-health-and-wellbeing/01t8Z00000BdTp4QAF
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Children's Cancer Fund&AppealCode=KBP28&ACode=B7729	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTokQAF?appealCode=KBP28
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Pediatric Heart Center&AppealCode=PEDDF&ACode=B7440	https://donate.ucsfbenioffchildrens.org/fund/childrens-cancer-fund/01t8Z00000BdTnbQAF?&appealCode=PEDDF
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Pediatric Social Work&AppealCode=SWYMI&ACode=B2603	https://donate.ucsfbenioffchildrens.org/fund/pediatric-social-services-fund-san-francisco/01t8Z00000BdTouQAF&appealCode=SWYMI
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Purpose=MusicTherapy&ACode=ZZZZZ&Other=Laura and Gregg Perloff Endowment for Music Therapy Oakland (C400300Perlof)	https://donate.ucsfbenioffchildrens.org/fund/laura-gregg-perloff-endowment-for-music-therapy/01t8Z00000AdhcXQAR
makeagift.ucsf.edu/site/SPageServer?pagename=Foundation_Thaler	https://giving.ucsf.edu
makeagift.ucsf.edu/site/SPageServer?pagename=Foundation_Thaler&ACode=B1636	https://giving.ucsf.edu/fund/pediatric-inflammatory-bowel-disease-research/01t8Z00000BdTo6QAF?amountList=5000,2500,1000,500,250,100&giftChoice=500
makeagift.ucsf.edu/site/SPageServer?pagename=Foundation_Thaler&ACode=B3065&GiftChoice=5000	https://giving.ucsf.edu/fund/orthopaedic-trauma-fund/01t8Z00000AdhemQAB?amountList=5000,2500,1000,500,250,100&giftChoice=5000
makeagift.ucsf.edu/site/SPageServer?pagename=Foundation_Thaler&ACode=S0579&GiftChoice=5000	https://giving.ucsf.edu/fund/the-morgan-and-madison-mcclellan-endowment-for-international-research-fellowship/01t8Z00000BdU2aQAF?amountList=5000,2500,1000,500,250,100&giftChoice=5000
makeagift.ucsf.edu/site/SPageServer?pagename=Foundation_Thaler&ACode=S8058	https://giving.ucsf.edu/fund/abbott-society-endowed-fund/01t8Z00000AdhcqQAB?amountList=5000,2500,1000,500,250,100&giftChoice=500
makeagift.ucsf.edu/site/SPageServer?pagename=Foundation_Thaler&ACode=S8149&GiftChoice=5000	https://giving.ucsf.edu/fund/friedenwilliams-endowment-for-research-and-specialty-care/01t8Z00000AdhDRQAZ?amountList=5000,2500,1000,500,250,100&giftChoice=5000
makeagift.ucsf.edu/site/SPageServer?pagename=privacy_policy	https://www.ucsf.edu/website-privacy-policy
makeagift.ucsf.edu/site/Survey?ACTION_REQUIRED=URI_ACTION_USER_REQUESTS&SURVEY_ID=1481	https://giving.ucsf.edu
makeagift.ucsf.edu/site/Survey?SURVEY_ID=1141&ACTION_REQUIRED=URI_ACTION_USER_REQUESTS	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1050&pxfid=1010	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1050&pxfid=1030	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1095&pxfid=1100	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1095&pxfid=1140	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1095&pxfid=1150	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1095&pxfid=1170	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1095&pxfid=1210	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1110&pxfid=1090	https://giving.ucsf.edu
makeagift.ucsf.edu/site/TR?pg=fund&fr_id=1110&pxfid=1250	https://giving.ucsf.edu
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&ACode=B0584&GiftChoice=500	https://giving.ucsf.edu/fund/01t8Z00000BdTvlQAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&ACode=S8204	https://giving.ucsf.edu/fund/other?giftComments=George+Harrison,+MD+Endowment
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CHGivingForm&Primary=Center of Excellence&ACode=C0156	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTp4QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Graduate Education	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHXWA2
makeagift.ucsf.edu/site/RedirectHandler?key=nursing	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYI4WAM
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&AppealCode=SD7WB	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYIZWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Women%27s Health&AppealCode=WHP9W&utm_source=UCSF Department of OBGYN&utm_medium=Website Footer	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJ7WAM
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Urologic Disease	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJ9WAM
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Department of Medicine	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJbWAM
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=UCSF Center of Excellence&ACode=B1439	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJFWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=UCSF Center of Excellence&ACode=B1439	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJFWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Department of Anesthesia and Perioperative Care	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJIWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Institute for Human Genetics	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJKWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Transplant	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJMWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJQWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Pharmacy	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJQWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=Division of General Internal Medicine	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJWWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Stem Cell and Regeneration Medicine	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJyWAM
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYK3WAM
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&AppealCode=SD7WB	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYK3WAM
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&AppealCode=SD7WB	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYK3WAM
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CustomGivingForm&Primary=UCSF Alumni Association&ACode=7902629-SFFDN	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYKNWA2
makeagift.ucsf.edu/site/RedirectHandler?key=radiology	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYKSWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_RadiologyGivingForm	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYKSWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Alpha Stem Cell Clinic zzz 7031483-SFFDN	https://giving.ucsf.edu/fund/01t8Z00000Ada9aQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Neurology Discretionary Fund - Baranzini (B3030)	https://giving.ucsf.edu/fund/01t8Z00000AdaaDQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Black Centering Midwifery Led Group Care zzz7031432-SFFDN	https://giving.ucsf.edu/fund/01t8Z00000AdaahQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Dr. Breyer%27s Research Fund (B7444)	https://giving.ucsf.edu/fund/01t8Z00000AdaaSQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Polycystic Ovarian Syndrome (PCOS) Program Fund (B7753)	https://giving.ucsf.edu/fund/01t8Z00000AdaawQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Smoking Cessation Leadership Center (SCLC) Endowment (S8145)&AppealCode=WHITE	https://giving.ucsf.edu/fund/01t8Z00000Adab7QAB?appealCode=WHITE
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Dr. Rima Arnaout%27s Program Fund (B8985)&NONCE_TOKEN=0BE707BE4A325F658490EDCD76DA76C9	https://giving.ucsf.edu/fund/01t8Z00000AdabfQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=UCSF Health and Human Rights Initiative (B8117)&NONCE_TOKEN=4764117FEF77FB49E5EE191A520152C2	https://giving.ucsf.edu/fund/01t8Z00000AdaBiQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Psychiatry&Other=Langley Porter Psychiatric Institute Director%27s Discretionary Fund - Path Program (B0181)&AppealCode=1CP16&NONCE_TOKEN=C692FCA63D83EBFF11FD819E5F027F89	https://giving.ucsf.edu/fund/01t8Z00000AdabQQAR?appealCode=1CP16
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Cancer&Other=Global Oncology (B7262)	https://giving.ucsf.edu/fund/01t8Z00000AdaBsQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_RadiologyGivingForm&ACode=S8104	https://giving.ucsf.edu/fund/01t8Z00000AdabuQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Preterm Birth Initiative (B7007)	https://giving.ucsf.edu/fund/01t8Z00000Adac9QAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Michael L. Callaham, MD, Endowed Chair in Emergency Medicine zzz 7902659-SFFDN&AppealCode=23TEEMW	https://giving.ucsf.edu/fund/01t8Z00000AdacJQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of Rita Mukhtar, M.D., Department of  Surgery, Fund No. 7029650	https://giving.ucsf.edu/fund/01t8Z00000AdaCKQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&AppealCode=SPD18	https://giving.ucsf.edu/fund/01t8Z00000AdacnQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&AppealCode=SPD18	https://giving.ucsf.edu/fund/01t8Z00000AdacnQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Women%27s Health&Other=ASPIRE Study (B9012)	https://giving.ucsf.edu/fund/01t8Z00000AdacTQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Center for Vulnerable Populations (B2394)	https://giving.ucsf.edu/fund/01t8Z00000Adad2QAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Dr. Paolo Rinaudo Discretionary Fund - B8169	https://giving.ucsf.edu/fund/01t8Z00000AdadCQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Sound Health Network (B9222)&AppealCode=SHN21	https://giving.ucsf.edu/fund/01t8Z00000AdadHQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of Minnie M. Sarwal M.D., Ph.D., FRCP, DCH, Professor of Surgery	https://giving.ucsf.edu/fund/01t8Z00000AdadmQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Melanoma Surgery - UCSF Department of Surgery	https://giving.ucsf.edu/fund/01t8Z00000AdadmQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of Hobart W. Harris, M.D., M.P.H., Department of  Surgery, Project ID No. 7001656	https://giving.ucsf.edu/fund/01t8Z00000AdadWQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of Johannes R. Kratz, M.D., Assistant Professor of Surgery	https://giving.ucsf.edu/fund/01t8Z00000AdadXQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Women Physician-Scientists - 7030884	https://giving.ucsf.edu/fund/01t8Z00000AdaeeQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Hideho Okada Lab (Neurosurgery)	https://giving.ucsf.edu/fund/01t8Z00000AdaeFQAR
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Estes Emancipatory Sciences Scholarshipzzz7031361-SFFDN	https://giving.ucsf.edu/fund/01t8Z00000AdaePQAR
makeagift.ucsf.edu/site/RedirectHandler?key=CHV	https://giving.ucsf.edu/fund/01t8Z00000AdaetQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&ACode=B2264	https://giving.ucsf.edu/fund/01t8Z00000Adaf8QAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Black Health Initiative (B9265)	https://giving.ucsf.edu/fund/01t8Z00000AdaggQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Science %26 Health Education Partnership (B2928)	https://giving.ucsf.edu/fund/01t8Z00000AdagrQAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Citywide Support Fund (B9107)	https://giving.ucsf.edu/fund/01t8Z00000Adah5QAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Citywide Support Fund (B9107)	https://giving.ucsf.edu/fund/01t8Z00000Adah5QAB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Department of Surgery - Surgical Oncology Research Lab	https://giving.ucsf.edu/fund/01t8Z00000AdaJaQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of Holger F. Willenbring, M.D., Ph.D. Associate Professor, Division of Transplant Surgery	https://giving.ucsf.edu/fund/01t8Z00000AdaYgQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Surgery&Other=Research of  Rong Wang, Ph.D., Associate Professor of Surgery	https://giving.ucsf.edu/fund/01t8Z00000AdaYhQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Neuroscience&Other=Brain Health Registry (B3203)	https://giving.ucsf.edu/fund/01t8Z00000AdaZAQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Quantitative Biosciences Institute General Gifts Fund (B7744)	https://giving.ucsf.edu/fund/01t8Z00000AdaZeQAJ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Other=Amend Program (B9009)	https://giving.ucsf.edu/fund/01t8Z00000AdaZPQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm&Primary=Psychiatry&Other=Neurobiology of Stress %26 Depression, CAN-D Study (B1992)	https://giving.ucsf.edu/fund/01t8Z00000AdaZtQAJ
